Case Number,Address,Parcel,Establishment Name,Code Number,Code Description,Case Open Date,Case Closed Date,Date Cited,Date Corrected,Code Case Status,geocoded_column
237486,"1154 Massachusetts Ave, Cambridge, MA 02138",133-20,Zinneken's, 5-103.11,Capacity-Quantity and Availability (Pf),08/10/2023 12:00:00 AM,08/21/2023 12:00:00 AM,,08/17/2023 12:00:00 AM,Complete,POINT (-71.114496 42.371204)
253586,"496 Massachusetts Ave, Cambridge, MA 02139",93-81,Clover Food Lab,4-202.12 ,"CIP Equipment (Pf, C)",01/02/2024 12:00:00 AM,01/31/2024 12:00:00 AM,01/02/2024 12:00:00 AM,01/23/2024 12:00:00 AM,Complete,POINT (-71.10165 42.364004)
186756,"187 Hampshire St, Cambridge, MA 02139",84-12,Beauty's Pizza,5-205.11 ,Accessibility- Operation and Maintenance,07/25/2022 12:00:00 AM,08/01/2022 12:00:00 AM,07/25/2022 12:00:00 AM,08/01/2022 12:00:00 AM,Complete,POINT (-71.099183 42.372835)
208168,"1815 Massachusetts Ave, Cambridge, MA 02140",152-17,Tampopo,4-501.114 ,"Chemical Sanitization – Temperature, pH, Concentration and Hardness",01/17/2023 12:00:00 AM,02/08/2023 12:00:00 AM,01/17/2023 12:00:00 AM,01/26/2023 12:00:00 AM,Complete,POINT (-71.118975 42.387136)
190070,"1357 Cambridge St, Cambridge, MA 02139",83-96,The Druid,7-201.11 * ,Separation – Storage,08/15/2022 12:00:00 AM,09/15/2022 12:00:00 AM,,08/29/2022 12:00:00 AM,Complete,POINT (-71.100144 42.373746)
196667,"1629 Cambridge St, Cambridge, MA 02138",140-148,Darwin's Ltd,4-602.13 ,Non-Food Contact Surfaces Clean-Frequency,09/27/2022 12:00:00 AM,10/17/2022 12:00:00 AM,,10/17/2022 12:00:00 AM,Complete,POINT (-71.109349 42.374922)
170686,"317 Western Ave, Cambridge, MA 02139",122-12,Western Market,3-101.11 ,"Safe, Unadulterated, and Honestly Presented-Spoilage",04/13/2022 12:00:00 AM,04/20/2022 12:00:00 AM,04/13/2022 12:00:00 AM,04/20/2022 12:00:00 AM,Complete,POINT (-71.113188 42.364645)
188511,"1924 Massachusetts Ave, Cambridge, MA 02140",178-21,Colette,6-501.11 ,"Repairing-Premises, Structures, Attachments, and Fixtures-Method",08/04/2022 12:00:00 AM,02/08/2023 12:00:00 AM,08/04/2022 12:00:00 AM,02/02/2023 12:00:00 AM,Complete,POINT (-71.120246 42.389356)
207827,"1712 Massachusetts Ave, Cambridge, MA 02138",175-84,ChangSho Restaurant,4-202.11 * ,Food-Contact Surfaces Designed and Construction,01/11/2023 12:00:00 AM,02/21/2023 12:00:00 AM,01/11/2023 12:00:00 AM,02/09/2023 12:00:00 AM,Complete,POINT (-71.119732 42.383524)
200838,"100 Putnam Ave, Cambridge, MA 02139",122-199,Martin Luther King School ,6-501.111 * ,Controlling Pests,10/31/2022 12:00:00 AM,11/21/2022 12:00:00 AM,10/31/2022 12:00:00 AM,11/14/2022 12:00:00 AM,Complete,POINT (-71.113101 42.366924)
258967,,,Steve and Kate's Camp,,,02/15/2024 12:00:00 AM,02/21/2024 12:00:00 AM,02/15/2024 12:00:00 AM,,Complete,
203991,"1001 Massachusetts Ave, Cambridge, MA 02138",116-12,Dunkin Donuts, 5-501.110-.116 ,"Storage Good Repair, Covering, Maintaining Refuse, Cleaning, and Prohibitions",11/30/2022 12:00:00 AM,12/12/2022 12:00:00 AM,11/30/2022 12:00:00 AM,12/07/2022 12:00:00 AM,Complete,POINT (-71.111341 42.369487)
239886,"1350 Massachusetts Ave, Cambridge, MA 02138",160-14,Blackbird Doughnuts & Sally's Sandwiches,,,08/24/2023 12:00:00 AM,08/24/2023 12:00:00 AM,08/24/2023 12:00:00 AM,,Complete,POINT (-71.118472 42.373011)
210668,"1033 Massachusetts Ave, Cambridge, MA 02138",134-59,Dominos Pizza, 6-501.14 ,"Cleaning Ventilation System, Nuisance and Discharge Prohibition",02/13/2023 12:00:00 AM,02/23/2023 12:00:00 AM,,,Complete,POINT (-71.11193 42.369706)
245150,"1796 Massachusetts Ave, Cambridge, MA 02140",176-15,Bagelsaurus,6-501.12 ,"Cleaning, Frequency and Restrictions (C)",09/26/2023 12:00:00 AM,10/18/2023 12:00:00 AM,09/26/2023 12:00:00 AM,10/17/2023 12:00:00 AM,Complete,POINT (-71.119452 42.386068)
206923,"106 Prospect St, Cambridge, MA 02139",90-127,Cicada Coffee Bar,5-204.11 *,Location and Placement,01/04/2023 12:00:00 AM,01/11/2023 12:00:00 AM,01/04/2023 12:00:00 AM,,Complete,POINT (-71.102059 42.367712)
209602,"15 Dunster St, Cambridge, MA 02138",160-59,The Hourly Oyster House,4-501.112,Mechanical Warewashing Equipment – Hot Water Sanitization Temperatures,02/01/2023 12:00:00 AM,02/08/2023 12:00:00 AM,,02/08/2023 12:00:00 AM,Complete,POINT (-71.119043 42.372918)
212799,"950 Massachusetts Ave, Cambridge, MA 02139",120-40,Dumpling House,6-501.111 * ,Controlling Pests,02/27/2023 12:00:00 AM,03/13/2023 12:00:00 AM,,03/13/2023 12:00:00 AM,Complete,POINT (-71.110146 42.36861)
236674,"36 Jfk St, Cambridge, MA 02138",160-11,Chutneys,3-501.17,"Ready-To-Eat Time/Temperature Control for Safety Food, Date Marking (Pf)",08/07/2023 12:00:00 AM,08/25/2023 12:00:00 AM,,08/14/2023 12:00:00 AM,Complete,POINT (-71.119871 42.372747)
198455,"145 Huron Ave, Cambridge, MA 02138",229-117,EHChocolatier,,,10/12/2022 12:00:00 AM,10/12/2022 12:00:00 AM,10/12/2022 12:00:00 AM,,Complete,POINT (-71.130702 42.382775)
233306,"878 Massachusetts Ave, Cambridge, MA 02139",119-7,TANJORE,3-302.11 (A 1&2) *,"Packaged and Unpackaged Food – Separation, Packaging, and Segregation",07/17/2023 12:00:00 AM,02/27/2024 12:00:00 AM,07/17/2023 12:00:00 AM,07/24/2023 12:00:00 AM,Complete,POINT (-71.107784 42.367767)
230530,"1 One Kendall Square Complex, Unit 200, Cambridge, MA 02142",,State Park,,,06/27/2023 12:00:00 AM,06/27/2023 12:00:00 AM,06/27/2023 12:00:00 AM,,Complete,POINT (-71.08964 42.367395)
208839,"317 Western Ave, Cambridge, MA 02139",122-12,Western Market,3-101.11 *,"Safe, Unadulterated, and Honestly Presented-Spoilage",01/24/2023 12:00:00 AM,02/13/2023 12:00:00 AM,01/24/2023 12:00:00 AM,02/13/2023 12:00:00 AM,Complete,POINT (-71.113188 42.364645)
237491,"158 Prospect St, Cambridge, MA 02139",88-48,KOREANA RESTAURANT,3-501.16 (A)(2) and (B),"Time/Temperature Control for Safety Food, Hot and Cold Holding (P)",08/09/2023 12:00:00 AM,08/23/2023 12:00:00 AM,08/09/2023 12:00:00 AM,08/23/2023 12:00:00 AM,Complete,POINT (-71.101017 42.369115)
180962,"190 Concord Ave, Cambridge, MA 02138",226-46,Rock and Roll Daycare Huron Village,3-501.16 *,"Potentially Hazardous Food, Hot and Cold Holding",06/14/2022 12:00:00 AM,07/08/2022 12:00:00 AM,06/14/2022 12:00:00 AM,07/08/2022 12:00:00 AM,Complete,POINT (-71.130863 42.382253)
226589,"1105 Massachusetts Ave, Cambridge, MA 02138",134-56,1105 Mass Ave, 6-501.12-.13 ,"Cleaning, Frequency and Restrictions for Floors, Walls, and Ceiling",06/08/2023 12:00:00 AM,07/17/2023 12:00:00 AM,06/08/2023 12:00:00 AM,06/21/2023 12:00:00 AM,Complete,POINT (-71.11342 42.370652)
219757,"228 Broadway, Cambridge, MA 02139",42-81,MULAN RESTAURANT, 6-501.12-.13 ,"Cleaning, Frequency and Restrictions for Floors, Walls, and Ceiling",04/25/2023 12:00:00 AM,05/25/2023 12:00:00 AM,04/25/2023 12:00:00 AM,05/22/2023 12:00:00 AM,Complete,POINT (-71.094295 42.366422)
216632,"5 Arrow St, Cambridge, MA 02138",133-20,Faro Cafe, 6-305.11 ,"Designation, Dressing Areas and Lockers",03/30/2023 12:00:00 AM,04/07/2023 12:00:00 AM,,04/07/2023 12:00:00 AM,Complete,POINT (-71.114631 42.371205)
201735,"5 Callender St, Cambridge, MA 02139",122-107,Cambridge Community Center ,3-501.16 *,"Potentially Hazardous Food, Hot and Cold Holding",11/07/2022 12:00:00 AM,12/16/2022 12:00:00 AM,,11/28/2022 12:00:00 AM,Complete,POINT (-71.111217 42.365438)
184009,"16 Eliot St, Cambridge, MA 02138",162-26,IHOP,3-305.11-.12 ,Food Storage-Preventing Contamination and Prohibited Areas,07/07/2022 12:00:00 AM,08/10/2022 12:00:00 AM,07/07/2022 12:00:00 AM,07/25/2022 12:00:00 AM,Complete,POINT (-71.121523 42.372031)
176582,"1925-B Massachusetts Ave, Cambridge, MA 02140",179-81,Retail Bakery and Bubble Tea and Coffee,3-602.11 [590.004 (J)] *,Packaged Foods-Properly Labeled,05/19/2022 12:00:00 AM,06/06/2022 12:00:00 AM,05/19/2022 12:00:00 AM,05/26/2022 12:00:00 AM,Complete,POINT (-71.119813 42.389463)
207525,"57 Jfk St, Cambridge, MA 02138",162-54,The Maharaja,4-501.112,Mechanical Warewashing Equipment – Hot Water Sanitization Temperatures,01/10/2023 12:00:00 AM,01/17/2023 12:00:00 AM,,01/17/2023 12:00:00 AM,Complete,POINT (-71.120733 42.372038)
193327,"463 Massachusetts Ave, Cambridge, MA 02139",91-191,McDonald's, 6-501.12-.13 ,"Cleaning, Frequency and Restrictions for Floors, Walls, and Ceiling",08/31/2022 12:00:00 AM,09/26/2022 12:00:00 AM,08/31/2022 12:00:00 AM,09/07/2022 12:00:00 AM,Complete,POINT (-71.100893 42.363921)
215864,"744 Massachusetts Ave, Cambridge, MA 02139",105-68,abc pizza house,3-304.12 ,"In-Use Utensils, Between-Use Storage",03/21/2023 12:00:00 AM,04/04/2023 12:00:00 AM,,04/04/2023 12:00:00 AM,Complete,POINT (-71.105212 42.366104)
240627,"799 Concord Ave, Cambridge, MA 02138",267D-339,Sancta Maria Nursing Facility,6-501.12 ,"Cleaning, Frequency and Restrictions (C)",08/24/2023 12:00:00 AM,10/10/2023 12:00:00 AM,08/24/2023 12:00:00 AM,09/19/2023 12:00:00 AM,Complete,POINT (-71.155468 42.391457)
259270,"581 Massachusetts Ave, Cambridge, MA 02139",90-133,H Mart, 6-402.11 ,Conveniently Located (C),02/21/2024 12:00:00 AM,03/13/2024 12:00:00 AM,02/21/2024 12:00:00 AM,03/12/2024 12:00:00 AM,Complete,POINT (-71.102735 42.365015)
222922,"1991 Massachusetts Ave, Cambridge, MA 02140",181-207,Hearth & Hug Bakery,,,05/05/2023 12:00:00 AM,05/12/2023 12:00:00 AM,05/05/2023 12:00:00 AM,,Complete,POINT (-71.121383 42.390799)
206343,"684 Massachusetts Ave, Cambridge, MA 02139",105-81,Daily Table,,,12/13/2022 12:00:00 AM,12/29/2022 12:00:00 AM,12/13/2022 12:00:00 AM,,Complete,POINT (-71.104555 42.365718)
212048,"15 Upton St, Cambridge, MA 02139",104-109,Amigos School ,6-501.111 * ,Controlling Pests,02/17/2023 12:00:00 AM,03/01/2023 12:00:00 AM,02/17/2023 12:00:00 AM,,Complete,POINT (-71.108374 42.362939)
231526,"1686 Massachusetts Ave, Cambridge, MA 02138",174-62,Herbwell Cannabis,,,07/05/2023 12:00:00 AM,07/05/2023 12:00:00 AM,07/05/2023 12:00:00 AM,,Complete,POINT (-71.119819 42.382647)
173785,"49 White St, Cambridge, MA 02140",179-87,Star #163,3-501.16 *,"Potentially Hazardous Food, Hot and Cold Holding",05/04/2022 12:00:00 AM,06/07/2022 12:00:00 AM,05/04/2022 12:00:00 AM,05/17/2022 12:00:00 AM,Complete,POINT (-71.118305 42.389711)
258981,"243 Harvard St, Cambridge, MA 02139",88-11,Nurtury,,,02/20/2024 12:00:00 AM,02/21/2024 12:00:00 AM,02/20/2024 12:00:00 AM,,Complete,POINT (-71.100823 42.36823)
187227,"1706 Massachusetts Ave, Cambridge, MA 02138",174-73,Harvard House of Pizza,5-205.11,Accessibility- Operation and Maintenance,07/26/2022 12:00:00 AM,10/26/2022 12:00:00 AM,,08/23/2022 12:00:00 AM,Complete,POINT (-71.119762 42.383305)
200215,"11 Oxford St, Cambridge, MA 02138",157-69,HUDS LISE,,,10/25/2022 12:00:00 AM,10/26/2022 12:00:00 AM,10/25/2022 12:00:00 AM,,Complete,POINT (-71.116741 42.377419)
178213,"65 Mt Auburn St, Cambridge, MA 02138",160-53,Insomnia Cookies,4-903.11-.12 ,"Equipment, Utensils, Linens and Single-Service/Use Articles-Storing & Prohibitions",05/31/2022 12:00:00 AM,06/28/2022 12:00:00 AM,05/31/2022 12:00:00 AM,06/07/2022 12:00:00 AM,Complete,POINT (-71.118065 42.371953)
247564,"1755 Massachusetts Ave, Cambridge, MA 02140",154-111,The Abbey,3-304.12 ,"In-Use Utensils, Between-Use Storage (C)",10/23/2023 12:00:00 AM,12/12/2023 12:00:00 AM,10/23/2023 12:00:00 AM,,Complete,POINT (-71.119183 42.385111)
178776,"37 Jfk St, Cambridge, MA 02138",160-72,Whitney's Cafe,3-501.16 *,"Potentially Hazardous Food, Hot and Cold Holding",06/02/2022 12:00:00 AM,06/30/2022 12:00:00 AM,06/02/2022 12:00:00 AM,06/30/2022 12:00:00 AM,Complete,POINT (-71.120151 42.372732)
202712,"120 Broadway, Cambridge, MA 02142",43-71,Starbucks Coffee #8742,,,11/16/2022 12:00:00 AM,11/21/2022 12:00:00 AM,11/16/2022 12:00:00 AM,,Complete,POINT (-71.088075 42.364006)
206785,"60 Church St, Cambridge, MA 02138",169-84,Wholesome Fresh, 3-202.11-.15 *,PHFs Received at Proper Temperatures and Package Integrity ,01/03/2023 12:00:00 AM,02/13/2023 12:00:00 AM,01/03/2023 12:00:00 AM,01/11/2023 12:00:00 AM,Complete,POINT (-71.121038 42.374055)
188079,,,Summer Food Program,,,08/02/2022 12:00:00 AM,08/02/2022 12:00:00 AM,08/02/2022 12:00:00 AM,,Complete,
208921,"50 Broadway, Cambridge, MA 02142",44-106,Boston Marriott Cambridge-Employee Cafeteria ,5-202.12 ,"Handwashing Facility, Installation-Temperature/Mixing/Combo",01/25/2023 12:00:00 AM,02/10/2023 12:00:00 AM,01/25/2023 12:00:00 AM,02/09/2023 12:00:00 AM,Complete,POINT (-71.085888 42.363143)
213810,"6 Church St, Cambridge, MA 02138",169-99,TaiyakiNYC - Cambridge,6-501.111 * ,Controlling Pests,03/06/2023 12:00:00 AM,03/20/2023 12:00:00 AM,03/06/2023 12:00:00 AM,03/15/2023 12:00:00 AM,Complete,POINT (-71.119265 42.374326)
235574,"36 Jfk St, Cambridge, MA 02138",160-11,Le's Restaurant,4-202.11 * ,Food-Contact Surfaces Designed and Construction,07/31/2023 12:00:00 AM,08/16/2023 12:00:00 AM,,08/07/2023 12:00:00 AM,Complete,POINT (-71.119871 42.372747)
217549,"1662 Massachusetts Ave, Cambridge, MA 02138",174-37,Starbucks Coffee #827,6-501.12-.13 ,"Cleaning, Frequency and Restrictions for Floors, Walls, and Ceiling",04/06/2023 12:00:00 AM,05/01/2023 12:00:00 AM,04/06/2023 12:00:00 AM,04/24/2023 12:00:00 AM,Complete,POINT (-71.119912 42.381898)
235899,"150 Western Ave, Cambridge, MA 02139",125-39,Beantown Taqueria Café,3-304.14 ,"Wiping Cloths, Use Limitation (C)",08/02/2023 12:00:00 AM,08/09/2023 12:00:00 AM,,08/09/2023 12:00:00 AM,Complete,POINT (-71.108856 42.364799)
183814,"2088 Massachusetts Ave, Cambridge, MA 02140",199-67,Wasabi at Porter,4-602.13 ,Non-Food Contact Surfaces Clean-Frequency,07/06/2022 12:00:00 AM,08/12/2022 12:00:00 AM,07/06/2022 12:00:00 AM,07/26/2022 12:00:00 AM,Complete,POINT (-71.12343 42.391305)
215638,"305 Memorial Dr, Cambridge, MA 02139",58-161,Howard Dining Hall at Maseeh,?	4-202.15 ,Can Openers: Removable for Cleaning/Replacement,03/22/2023 12:00:00 AM,05/10/2023 12:00:00 AM,03/22/2023 12:00:00 AM,05/10/2023 12:00:00 AM,Complete,POINT (-71.093439 42.357664)
237023,"146 Hampshire St, Cambridge, MA 02139",87-89,Project Mana,,,08/07/2023 12:00:00 AM,08/09/2023 12:00:00 AM,08/07/2023 12:00:00 AM,,Complete,POINT (-71.097689 42.370996)
253728,"24 Pearl St, Cambridge, MA 02139",93-71,Lanner Noodles & Bar,4-501.12 ,Cutting Surfaces (C),01/02/2024 12:00:00 AM,01/08/2024 12:00:00 AM,01/02/2024 12:00:00 AM,01/08/2024 12:00:00 AM,Complete,POINT (-71.103048 42.364203)
200114,"58 Linnaean St, Cambridge, MA 02138",213-2A,Quad Grille,6-501.14 ,"Cleaning Ventilation System, Nuisance and Discharge Prohibition",10/24/2022 12:00:00 AM,10/26/2022 12:00:00 AM,10/24/2022 12:00:00 AM,,Complete,POINT (-71.125464 42.382147)
237283,,,MIT Rowing,,,06/14/2023 12:00:00 AM,08/10/2023 12:00:00 AM,06/14/2023 12:00:00 AM,,Complete,
190938,"360 Mt Auburn St, Cambridge, MA 02138",241-12,The Cambridge Homes,3-302.11 (A 1&2) *,"Packaged and Unpackaged Food – Separation, Packaging, and Segregation",08/19/2022 12:00:00 AM,09/07/2022 12:00:00 AM,08/19/2022 12:00:00 AM,08/26/2022 12:00:00 AM,Complete,POINT (-71.136616 42.374874)
200301,"407 Concord Ave, Cambridge, MA 02138",261-112,La saison,4-302.14 ,"Sanitizing Solutions, Testing Devices",10/26/2022 12:00:00 AM,12/20/2022 12:00:00 AM,10/26/2022 12:00:00 AM,12/19/2022 12:00:00 AM,Complete,POINT (-71.137995 42.385891)
195023,"344 Huron Ave, Cambridge, MA 02138",236-84,Base Crave,6-501.12-.13 ,"Cleaning, Frequency and Restrictions for Floors, Walls, and Ceiling",09/13/2022 12:00:00 AM,12/19/2022 12:00:00 AM,09/13/2022 12:00:00 AM,09/20/2022 12:00:00 AM,Complete,POINT (-71.137996 42.381162)
233919,"22 Eliot St, Cambridge, MA 02138",162-66,Madras Dosa Co,2-201.11-.14 *,"Proper, Adequate Handwashing",07/20/2023 12:00:00 AM,08/14/2023 12:00:00 AM,07/20/2023 12:00:00 AM,07/27/2023 12:00:00 AM,Complete,POINT (-71.121287 42.371768)
163760,"1 Belmont St, Cambridge, MA 02138",254-76,Sofra Bakery and Cafe,3-305.14 ,Food Preparation,02/17/2022 12:00:00 AM,04/19/2022 12:00:00 AM,02/17/2022 12:00:00 AM,04/19/2022 12:00:00 AM,Complete,POINT (-71.1503 42.374844)
217049,"225 Hampshire St, Cambridge, MA 02139",83-8,Punjabi Dhaba,3-304.15 ,"Gloves, Use Limitation-One Task/Contaminated",04/03/2023 12:00:00 AM,04/11/2023 12:00:00 AM,,04/11/2023 12:00:00 AM,Complete,POINT (-71.100839 42.37388)
238275,"675 West Kendall St, Cambridge, MA 02142",14-44,PlantPub ,6-501.12 ,"Cleaning, Frequency and Restrictions (C)",08/15/2023 12:00:00 AM,09/12/2023 12:00:00 AM,08/15/2023 12:00:00 AM,09/11/2023 12:00:00 AM,Complete,POINT (-71.081932 42.364636)
206727,"336 Rindge Ave, Cambridge, MA 02140",268B-15,Ferro's Foodtown,4-501.11 ,Good Repair and Proper Adjustment,01/03/2023 12:00:00 AM,03/07/2023 12:00:00 AM,01/03/2023 12:00:00 AM,01/12/2023 12:00:00 AM,Complete,POINT (-71.137421 42.393743)
207376,"1722 Massachusetts Ave, Cambridge, MA 02138",175-75,Poke City,2-101.11 [590.003 (A)] *,Assignment of Responsibility ,01/09/2023 12:00:00 AM,01/26/2023 12:00:00 AM,01/09/2023 12:00:00 AM,,Complete,POINT (-71.119687 42.383908)
180694,"40 Brattle St, Cambridge, MA 02138",168-33,Alden & Harlow ,6-501.111 * ,Controlling Pests,06/13/2022 12:00:00 AM,08/02/2022 12:00:00 AM,06/13/2022 12:00:00 AM,06/23/2022 12:00:00 AM,Complete,POINT (-71.121362 42.373628)
237287,,,Sts Constantine & Helen,,,06/15/2023 12:00:00 AM,08/10/2023 12:00:00 AM,06/15/2023 12:00:00 AM,,Complete,
168789,"955 Massachusetts Ave, Cambridge, MA 02139",116-117,Dado,,,03/31/2022 12:00:00 AM,04/11/2022 12:00:00 AM,03/31/2022 12:00:00 AM,,Complete,POINT (-71.109926 42.369028)
224748,"20 Prospect St, Cambridge, MA 02139",90-161,Donut Villa Diner, 4-501.110 ,"Mechanical Warewashing Equipment, Washing Solution Temperature",05/22/2023 12:00:00 AM,06/07/2023 12:00:00 AM,05/22/2023 12:00:00 AM,06/07/2023 12:00:00 AM,Complete,POINT (-71.103554 42.365861)
182614,"340 River St, Cambridge, MA 02139",128-72,Whole Foods Market ,4-601.11,"Equipment, Food-Contact Surfaces, and Utensils Clean",06/28/2022 12:00:00 AM,07/20/2022 12:00:00 AM,,07/20/2022 12:00:00 AM,Complete,POINT (-71.114152 42.361151)
196759,"1 Bow St, Cambridge, MA 02138",133-51,Hokkaido Ramen Santouka,3-403.11,Reheating for Hot Holding,09/28/2022 12:00:00 AM,10/27/2022 12:00:00 AM,09/28/2022 12:00:00 AM,10/05/2022 12:00:00 AM,Complete,POINT (-71.115817 42.372204)
253647,"699 Mt Auburn St, Cambridge, MA 02138",252-172,Star #2565,,,01/03/2024 12:00:00 AM,01/04/2024 12:00:00 AM,01/03/2024 12:00:00 AM,,Complete,POINT (-71.148745 42.375065)
205977,"424 Massachusetts Ave, Cambridge, MA 02139",92-132,Mariposa Bakery,4-101.111 ,Nonfood-Contact Surfaces Materials,12/21/2022 12:00:00 AM,01/06/2023 12:00:00 AM,12/21/2022 12:00:00 AM,01/06/2023 12:00:00 AM,Complete,POINT (-71.100653 42.363408)
183313,"1923 Massachusetts Ave, Cambridge, MA 02140",179-81,Yume Wo Katare,8-301.11 [590.012] ,"Prerequisite for Operation, Valid Permit",06/29/2022 12:00:00 AM,08/12/2022 12:00:00 AM,06/29/2022 12:00:00 AM,07/05/2022 12:00:00 AM,Complete,POINT (-71.119759 42.389406)
171434,"124 Walker St, Cambridge, MA 02138",213-2A,HUDS Cabot/Pforzheimer,,,04/19/2022 12:00:00 AM,04/20/2022 12:00:00 AM,04/19/2022 12:00:00 AM,,Complete,POINT (-71.124112 42.382273)
187358,"225 Windsor St, Cambridge, MA 02139",76-96,Summer Food Program ,,,07/27/2022 12:00:00 AM,07/28/2022 12:00:00 AM,07/27/2022 12:00:00 AM,,Complete,POINT (-71.095775 42.366534)
199031,"100 Cambridgeside Pl, Cambridge, MA 02141",8-89,Sandwich Boy,,,10/17/2022 12:00:00 AM,10/21/2022 12:00:00 AM,10/17/2022 12:00:00 AM,,Complete,POINT (-71.076382 42.367154)
170527,"215 Monsignor Obrien Hwy, Cambridge, MA 02141",7-115,Fairfield Inn and Suites by Marriott,,,04/11/2022 12:00:00 AM,04/12/2022 12:00:00 AM,04/11/2022 12:00:00 AM,,Complete,POINT (-71.079546 42.372713)
257217,"292 Massachusetts Ave, Cambridge, MA 02139",69-148,Roxys,5-202.12 ,"Handwashing Sink, Installation (P, C)",02/05/2024 12:00:00 AM,03/14/2024 12:00:00 AM,02/05/2024 12:00:00 AM,02/26/2024 12:00:00 AM,Complete,POINT (-71.098372 42.36205)
176122,"808 Memorial Dr, Cambridge, MA 02139",128-30,Dunkin' Donuts,,,05/18/2022 12:00:00 AM,05/18/2022 12:00:00 AM,05/18/2022 12:00:00 AM,,Complete,POINT (-71.115171 42.360702)
202754,"1796 Massachusetts Ave, Cambridge, MA 02140",176-15,Bagelsaurus,3-501.16 *,"Potentially Hazardous Food, Hot and Cold Holding",11/16/2022 12:00:00 AM,12/14/2022 12:00:00 AM,11/16/2022 12:00:00 AM,12/13/2022 12:00:00 AM,Complete,POINT (-71.119452 42.386068)
181602,"1287 Cambridge St, Cambridge, MA 02139",83-35,Corazon de Frida Mexican Cantina,6-501.111 * ,Controlling Pests,06/21/2022 12:00:00 AM,09/12/2022 12:00:00 AM,,07/21/2022 12:00:00 AM,Complete,POINT (-71.098942 42.373589)
236919,"134 Hampshire St, Cambridge, MA 02139",86-111,Oleana Restaurant,4-202.12 ,"CIP Equipment (Pf, C)",08/07/2023 12:00:00 AM,08/15/2023 12:00:00 AM,08/07/2023 12:00:00 AM,08/15/2023 12:00:00 AM,Complete,POINT (-71.097126 42.370554)
179272,"808 Memorial Dr, Cambridge, MA 02139",128-30,Malik Academy / Al Bustan Preschool,4-903.11-.12 ,"Equipment, Utensils, Linens and Single-Service/Use Articles-Storing & Prohibitions",06/06/2022 12:00:00 AM,06/13/2022 12:00:00 AM,06/06/2022 12:00:00 AM,06/13/2022 12:00:00 AM,Complete,POINT (-71.115171 42.360702)
231707,"902-912 MASSACHUSETTS AVE, Cambridge, MA 02139",,"Mass Ave Diner, Plough and Star, Barber Shop, Dana Hill Liquors", 5-501.11-.16 ,"Outdoor Constructed, Enclosures, Receptacles, Storage Areas, Capacity and Availability",07/06/2023 12:00:00 AM,08/15/2023 12:00:00 AM,07/06/2023 12:00:00 AM,08/09/2023 12:00:00 AM,Complete,POINT (-71.108727 42.368172)
209762,"114 Magazine St, Cambridge, MA 02139",102-47,Surya Indian Kitchen N Catering,4-903.11-.12 ,"Equipment, Utensils, Linens and Single-Service/Use Articles-Storing & Prohibitions",02/02/2023 12:00:00 AM,02/13/2023 12:00:00 AM,02/02/2023 12:00:00 AM,02/13/2023 12:00:00 AM,Complete,POINT (-71.110062 42.359939)
179354,"157 Sixth St, Cambridge, MA 02142",31-13,Plaza Catering & Discovery Cafe,3-501.16 *,"Potentially Hazardous Food, Hot and Cold Holding",06/06/2022 12:00:00 AM,08/17/2022 12:00:00 AM,06/06/2022 12:00:00 AM,,Complete,POINT (-71.086181 42.366584)
189618,"688 Huron Ave, Cambridge, MA 02138",257-42,VFW,5-202.12 ,"Handwashing Facility, Installation-Temperature/Mixing/Combo",08/08/2022 12:00:00 AM,03/21/2023 12:00:00 AM,08/08/2022 12:00:00 AM,08/22/2022 12:00:00 AM,Complete,POINT (-71.154303 42.380372)
205375,"10 Phillips Pl, Cambridge, MA 02138",217-18,Washburn Hall @ Lesley University,4-602.13 ,Non-Food Contact Surfaces Clean-Frequency,12/14/2022 12:00:00 AM,03/09/2023 12:00:00 AM,12/14/2022 12:00:00 AM,03/08/2023 12:00:00 AM,Complete,POINT (-71.124393 42.376811)
201961,"21 Brattle St, Cambridge, MA 02138",169-46,Felipe's Taqueria,3-501.16 *,"Potentially Hazardous Food, Hot and Cold Holding",11/09/2022 12:00:00 AM,12/05/2022 12:00:00 AM,11/09/2022 12:00:00 AM,11/16/2022 12:00:00 AM,Complete,POINT (-71.120491 42.373454)
184882,"225 Hampshire St, Cambridge, MA 02139",83-8,Punjabi Dhaba,3-501.16 *,"Potentially Hazardous Food, Hot and Cold Holding",07/13/2022 12:00:00 AM,09/21/2022 12:00:00 AM,07/13/2022 12:00:00 AM,,Complete,POINT (-71.100839 42.37388)
246693,"1166 Cambridge St, Cambridge, MA 02139",85-66,Puritan and Company,4-202.12 ,"CIP Equipment (Pf, C)",10/16/2023 12:00:00 AM,11/10/2023 12:00:00 AM,10/16/2023 12:00:00 AM,10/30/2023 12:00:00 AM,Complete,POINT (-71.096857 42.373124)
251967,"1792 Massachusetts Ave, Cambridge, MA 02140",176-15,One Zo Bubble Tea & ZZ Dessert,3-304.12 ,"In-Use Utensils, Between-Use Storage (C)",12/07/2023 12:00:00 AM,02/13/2024 12:00:00 AM,12/07/2023 12:00:00 AM,02/01/2024 12:00:00 AM,Complete,POINT (-71.119458 42.386014)
